Source,Target,Weight,Source_normalized,Target_normalized
Andrzej Jacyna,Marcin Czech,2,andrzej jacyna,marcin czech
Andrzej Jacyna,Melania Brzozowska,2,andrzej jacyna,melania brzozowska
Andrzej Jacyna,Monika Puzianowska-kuznicka,2,andrzej jacyna,monika puzianowska-kuznicka
Andrzej Kociecki,Dorota Scibisz,1,andrzej kociecki,dorota scibisz
Andrzej Kociecki,Ewa Stanislawska,1,andrzej kociecki,ewa stanislawska
Andrzej Kociecki,Ewa Wrobel,1,andrzej kociecki,ewa wrobel
Andrzej Kociecki,Grzegorz Szafranski,1,andrzej kociecki,grzegorz szafranski
Andrzej Kociecki,Grzegorz Wesolowski,1,andrzej kociecki,grzegorz wesolowski
Andrzej Kociecki,Jacek Kotlowski,1,andrzej kociecki,jacek kotlowski
Andrzej Kociecki,Karol Szafranek,1,andrzej kociecki,karol szafranek
Andrzej Kociecki,Marcin Humanicki,1,andrzej kociecki,marcin humanicki
Andrzej Kociecki,Mariusz Kapuscinski,1,andrzej kociecki,mariusz kapuscinski
Andrzej Kociecki,Mateusz Pipien,1,andrzej kociecki,mateusz pipien
Andrzej Kociecki,Michal Greszta,1,andrzej kociecki,michal greszta
Andrzej Kociecki,Michal Ledochowski,1,andrzej kociecki,michal ledochowski
Andrzej Kociecki,Michal Lesyk,1,andrzej kociecki,michal lesyk
Andrzej Kociecki,Piotr Boguszewski,1,andrzej kociecki,piotr boguszewski
Andrzej Kociecki,Piotr Popowski,1,andrzej kociecki,piotr popowski
Andrzej Kociecki,Tomasz Kleszcz,1,andrzej kociecki,tomasz kleszcz
Andrzej Kociecki,Tomasz Lyziak,1,andrzej kociecki,tomasz lyziak
Andrzej Kubisiak,Maciej Duszczyk,1,andrzej kubisiak,maciej duszczyk
Andrzej Kubisiak,Pawel Kaczmarczyk,1,andrzej kubisiak,pawel kaczmarczyk
Andrzej Raczko,Grzegorz Wesolowski,2,andrzej raczko,grzegorz wesolowski
Andrzej Raczko,Juliusz Jablecki,2,andrzej raczko,jablecki juliusz
Andrzej Sliwczynski,Daniel Rutkowski,3,andrzej sliwczynski,daniel rutkowski
Andrzej Sliwczynski,Edward Franek,4,andrzej sliwczynski,edward franek
Andrzej Sliwczynski,Lidia Kania,2,andrzej sliwczynski,lidia kania
Andrzej Sliwczynski,Magdalena Walicka,4,andrzej sliwczynski,magdalena walicka
Andrzej Sliwczynski,Marcin Chlebus,4,andrzej sliwczynski,marcin chlebus
Andrzej Sliwczynski,Marcin Czech,2,andrzej sliwczynski,marcin czech
Andrzej Sliwczynski,Melania Brzozowska,4,andrzej sliwczynski,melania brzozowska
Andrzej Sliwczynski,Monika Puzianowska-kuznicka,4,andrzej sliwczynski,monika puzianowska-kuznicka
Andrzej Sliwczynski,Tadeusz Jedrzejczyk,1,andrzej sliwczynski,tadeusz jedrzejczyk
Andrzej Sliwczynski,Yaroslav Sanchak,1,andrzej sliwczynski,yaroslav sanchak
Andrzej Wieczorkiewicz,Katarzyna Dabrowska,1,andrzej wieczorkiewicz,katarzyna dabrowska
Andrzej Wieczorkiewicz,Katarzyna Dabrowska-gruszczynska,1,andrzej wieczorkiewicz,katarzyna dabrowska-gruszczynska
Andrzej Wieczorkiewicz,Marcin Gruszczynski,2,andrzej wieczorkiewicz,marcin gruszczynski
Aneta Blazejowska,Grzegorz Szafranski,1,aneta blazejowska,grzegorz szafranski
Aneta Blazejowska,Kamila Kuziemska-pawlak,1,aneta blazejowska,kamila kuziemska-pawlak
Aneta Blazejowska,Marcin Bielecki,1,aneta blazejowska,marcin bielecki
Aneta Blazejowska,Michal Brzoza-brzezina,1,aneta blazejowska,michal brzoza-brzezina
Aneta Stefanczyk,Maciej Bitner,1,aneta stefanczyk,maciej bitner
Aneta Stefanczyk,Marek Okolski,1,aneta stefanczyk,marek okolski
Aneta Stefanczyk,Monika Szulecka,1,aneta stefanczyk,monika szulecka
Aneta Stefanczyk,Pawel Kaczmarczyk,1,aneta stefanczyk,pawel kaczmarczyk
Aneta Stefanczyk,Urszula Siedlecka,1,aneta stefanczyk,urszula siedlecka
Anil Markandya,Milan Scasny,1,anil markandya,milan scasny
Anil Markandya,Olga Kiuila,2,anil markandya,olga kiuila
Anita Abramowska-kmon,Anna Maliszewka,1,anita abramowska-kmon,anna maliszewka
Anita Abramowska-kmon,Anna Nicinska,1,anita abramowska-kmon,anna nicinska
Anita Abramowska-kmon,Dorota Holzer-zelazewska,1,anita abramowska-kmon,dorota holzer-zelazewska
Anita Abramowska-kmon,Irena E kotowska,1,anita abramowska-kmon,irena e kotowska
Anita Abramowska-kmon,Magdalena Michalejko,1,anita abramowska-kmon,magdalena michalejko
Anita Abramowska-kmon,Maja Rynko,1,anita abramowska-kmon,maja rynko
Anita Abramowska-kmon,Malgorzata Bala,1,anita abramowska-kmon,malgorzata bala
Anita Abramowska-kmon,Malgorzata Kalbarczyk-steclik,1,anita abramowska-kmon,malgorzata kalbarczyk-steclik
Anita Abramowska-kmon,Marta Palczynska,1,anita abramowska-kmon,marta palczynska
Anita Abramowska-kmon,Mateusz Najsztub,1,anita abramowska-kmon,mateusz najsztub
Anita Abramowska-kmon,Michal Myck,1,anita abramowska-kmon,michal myck
Anita Abramowska-kmon,Monika Oczkowska,1,anita abramowska-kmon,monika oczkowska
Anita Abramowska-kmon,Roman Topor-madry,1,anita abramowska-kmon,roman topor-madry
Anita Abramowska-kmon,Wojciech Paczynski,1,anita abramowska-kmon,wojciech paczynski
Ann M fridlind,Corinna Hoose,1,ann m fridlind,corinna hoose
Ann M fridlind,Derek J posselt,1,ann m fridlind,derek j posselt
Ann M fridlind,Diedenhoven Van bastiaan,1,ann m fridlind,diedenhoven van bastiaan
Ann M fridlind,Hanna Pawlowska,1,ann m fridlind,hanna pawlowska
Ann M fridlind,Hugh Morrison,1,ann m fridlind,hugh morrison
Ann M fridlind,Jason A milbrandt,1,ann m fridlind,jason a milbrandt
Ann M fridlind,Jerry Y harrington,1,ann m fridlind,jerry y harrington
Ann M fridlind,Karly J reimel,1,ann m fridlind,karly j reimel
Ann M fridlind,Lier-walqui Van marcus,1,ann m fridlind,lier-walqui van marcus
Ann M fridlind,Lulin Xue,1,ann m fridlind,lulin xue
Ann M fridlind,Matthew R kumjian,1,ann m fridlind,matthew r kumjian
Ann M fridlind,Olivier P prat,1,ann m fridlind,olivier p prat
Ann M fridlind,Shin-ichiro Shima,1,ann m fridlind,shin-ichiro shima
Ann M fridlind,Wojciech W grabowski,1,ann m fridlind,wojciech w grabowski
Anna Barbara janicka,Marek Reksa,1,anna barbara janicka,marek reksa
Anna Bartczak,Ewa Zawojska,1,anna bartczak,ewa zawojska
Anna Bartczak,Jan Raczka,1,anna bartczak,jan raczka
Anna Bartczak,Joanna Siwinska-gorzelak,1,anna bartczak,joanna siwinska-gorzelak
Anna Bartczak,Katarzyna Metelska-szaniawska,1,anna bartczak,katarzyna metelska-szaniawska
Anna Bartczak,Mikolaj Czajkowski,1,anna bartczak,mikolaj czajkowski
Anna Bialek-jaworska,Michal Brzozowski,1,anna bialek-jaworska,michal brzozowski
Anna Bialek-jaworska,Natalia Nehrebecka,1,anna bialek-jaworska,natalia nehrebecka
Anna Burdzinska,Beata Kaleta,1,anna burdzinska,beata kaleta
Anna Burdzinska,Filip A dabrowski,1,anna burdzinska,filip a dabrowski
Anna Burdzinska,Jan Borysowski,1,anna burdzinska,jan borysowski
Anna Burdzinska,Leszek Paczek,1,anna burdzinska,leszek paczek
Anna Burdzinska,Marcin Chlebus,1,anna burdzinska,marcin chlebus
Anna Burdzinska,Miroslaw Wielgos,1,anna burdzinska,miroslaw wielgos
Anna Cyganek,Barbara Gornicka,1,anna cyganek,barbara gornicka
Anna Cyganek,Barbara Grzechocinska,1,anna cyganek,barbara grzechocinska
Anna Cyganek,Christopher Kobierzycki,1,anna cyganek,christopher kobierzycki
Anna Cyganek,Filip A dabrowski,1,anna cyganek,filip a dabrowski
Anna Cyganek,Lukasz Michalowski,1,anna cyganek,lukasz michalowski
Anna Cyganek,Marcin Chlebus,1,anna cyganek,marcin chlebus
Anna Cyganek,Miroslaw Wielgos,1,anna cyganek,miroslaw wielgos
Anna Czarny,Anna Janicka,1,anna czarny,anna barbara janicka
Anna Czarny,Bartosz Gawron,1,anna czarny,bartosz gawron
Anna Czarny,Ewa Zaczynska,1,anna czarny,ewa zaczynska
Anna Czarny,Maciej Zawislak,1,anna czarny,maciej zawislak
Anna Czarny,Tomasz Bialecki,1,anna czarny,tomasz bialecki
Anna Janicka,Anna Legowska,1,anna barbara janicka,anna legowska
Anna Janicka,Anna Michalak,1,anna barbara janicka,anna michalak
Anna Janicka,Bartosz Gawron,4,anna barbara janicka,bartosz gawron
Anna Janicka,Caterina Migliorini,1,anna barbara janicka,caterina migliorini
Anna Janicka,Daniela Valensin,2,anna barbara janicka,daniela valensin
Anna Janicka,Elena Gaggelli,2,anna barbara janicka,elena gaggelli
Anna Janicka,Ewa Zaczynska,1,anna barbara janicka,ewa zaczynska
Anna Janicka,Francesca Maria mancini,1,anna barbara janicka,francesca maria mancini
Anna Janicka,Francesco Berti,1,anna barbara janicka,francesco berti
Anna Janicka,Gianni Valensin,2,anna barbara janicka,gianni valensin
Anna Janicka,Hanna Miecznikowska,1,anna barbara janicka,hanna miecznikowska
Anna Janicka,Henryk Kozlowski,4,anna barbara janicka,henryk kozlowski
Anna Janicka,Ivano Bertini,1,anna barbara janicka,ivano bertini
Anna Janicka,Jedrzej Matla,1,anna barbara janicka,jedrzej matla
Anna Janicka,Joanna Nestorowicz,1,anna barbara janicka,joanna nestorowicz
Anna Janicka,Joanna Swiesciak,1,anna barbara janicka,joanna swiesciak
Anna Janicka,Justyna Molska,1,anna barbara janicka,justyna molska
Anna Janicka,Kacper Ostrowski,1,anna barbara janicka,kacper ostrowski
Anna Janicka,Kornelia Wisniewska,1,anna barbara janicka,kornelia wisniewska
Anna Janicka,Krzysztof Rolka,1,anna barbara janicka,krzysztof rolka
Anna Janicka,Leszek Lankiewicz,1,anna barbara janicka,leszek lankiewicz
Anna Janicka,Lucia Banci,1,anna barbara janicka,lucia banci
Anna Janicka,Maciej Zawislak,5,anna barbara janicka,maciej zawislak
Anna Janicka,Manuele Martinelli,1,anna barbara janicka,manuele martinelli
Anna Janicka,Marek Luczkowski,1,anna barbara janicka,marek luczkowski
Anna Janicka,Martina Donatoni,1,anna barbara janicka,martina donatoni
Anna Janicka,Maurizio Remelli,2,anna barbara janicka,maurizio remelli
Anna Janicka,Pawel Kaczmarczyk,1,anna barbara janicka,pawel kaczmarczyk
Anna Janicka,Peep Palumaa,1,anna barbara janicka,peep palumaa
Anna Janicka,Pierluigi Pretegiani,1,anna barbara janicka,pierluigi pretegiani
Anna Janicka,Radoslaw Wlostowski,2,anna barbara janicka,radoslaw wlostowski
Anna Janicka,Rebecca Pogni,1,anna barbara janicka,rebecca pogni
Anna Janicka,Remo Guerrini,2,anna barbara janicka,remo guerrini
Anna Janicka,Simone Ciofi-baffoni,1,anna barbara janicka,simone ciofi-baffoni
Anna Janicka,Tomasz Bialecki,4,anna barbara janicka,tomasz bialecki
Anna Janicka,Tomasz Suchocki,1,anna barbara janicka,tomasz suchocki
Anna Janicka,Weronika Urbanska,1,anna barbara janicka,weronika urbanska
Anna Kosior,Beata Bierut,2,anna kosior,beata bierut
Anna Kosior,Grzegorz Tchorek,2,anna kosior,grzegorz tchorek
Anna Kosior,Izabela D tymoczko,2,anna kosior,izabela d tymoczko
Anna Kosior,Jacek Lewkowicz,2,anna kosior,jacek lewkowicz
Anna Kosior,Jakub Growiec,2,anna kosior,jakub growiec
Anna Kosior,Jakub Muck,2,anna kosior,jakub muck
Anna Kosior,Jan Hagemejer,2,anna kosior,jan hagemejer
Anna Kosior,Kamil Wierus,2,anna kosior,kamil wierus
Anna Kosior,Katarzyna Puchalska,2,anna kosior,katarzyna puchalska
Anna Kosior,Magdalena Rola-janicka,2,anna kosior,magdalena rola-janicka
Anna Kosior,Marcin Grela,2,anna kosior,marcin grela
Anna Kosior,Marcin Tomkiewicz,2,anna kosior,marcin tomkiewicz
Anna Kosior,Marek Niechcial,2,anna kosior,marek niechcial
Anna Kosior,Michal Gradzewicz,2,anna kosior,michal gradzewicz
Anna Kosior,Michal Rubaszek,2,anna kosior,michal rubaszek
Anna Kosior,Paulina Broniatowska,2,anna kosior,paulina broniatowska
Anna Kosior,Piotr Popowski,2,anna kosior,piotr popowski
Anna Kosior,Rafal Slubowski,2,anna kosior,rafal slubowski
Anna Kosior,Stanislaw Cichocki,2,anna kosior,stanislaw cichocki
Anna Kosior,Tomasz Michalek,2,anna kosior,tomasz michalek
Anna Kosior,Tomasz Piasecki,2,anna kosior,tomasz piasecki
Anna Kosior,Wawrzyniec Suleja,2,anna kosior,wawrzyniec suleja
Anna Kosior,Wojciech Mroczek,2,anna kosior,wojciech mroczek
Anna Kozak,Dominik Ogonowski,1,anna kozak,dominik ogonowski
Anna Kozak,Jakub Sztachelski,1,anna kozak,jakub sztachelski
Anna Kozak,Janusz Gajda,1,anna kozak,janusz gajda
Anna Kozak,Marcin Chlebus,1,anna kozak,marcin chlebus
Anna Kozak,Piotr Wojewnik,1,anna kozak,piotr wojewnik
Anna Kozak,Przemyslaw Biecek,1,anna kozak,przemyslaw biecek
Anna Legowska,Caterina Migliorini,1,anna legowska,caterina migliorini
Anna Legowska,Daniela Valensin,1,anna legowska,daniela valensin
Anna Legowska,Elena Gaggelli,1,anna legowska,elena gaggelli
Anna Legowska,Francesco Berti,1,anna legowska,francesco berti
Anna Legowska,Gianni Valensin,1,anna legowska,gianni valensin
Anna Legowska,Hanna Miecznikowska,1,anna legowska,hanna miecznikowska
Anna Legowska,Henryk Kozlowski,1,anna legowska,henryk kozlowski
Anna Legowska,Krzysztof Rolka,1,anna legowska,krzysztof rolka
Anna Legowska,Maurizio Remelli,1,anna legowska,maurizio remelli
Anna Legowska,Rebecca Pogni,1,anna legowska,rebecca pogni
Anna Legowska,Remo Guerrini,1,anna legowska,remo guerrini
Anna Lewandowska,Katarzyna Kopczewska,1,anna lewandowska,katarzyna kopczewska
Anna Lewczuk,Jacek Lewkowicz,5,anna lewczuk,jacek lewkowicz
Anna Lewczuk,Jerg Gutmann,1,anna lewczuk,jerg gutmann
Anna Lewczuk,Katarzyna Metelska-szaniawska,1,anna lewczuk,katarzyna metelska-szaniawska
Anna Lewczuk,Mateusz Marcol,1,anna lewczuk,mateusz marcol
Anna Lewczuk,Rafal Wozniak,1,anna lewczuk,rafal wozniak
Anna Lewczuk,Stefan Voigt,1,anna lewczuk,stefan voigt
Anna Maliszewka,Anna Nicinska,1,anna maliszewka,anna nicinska
Anna Maliszewka,Dorota Holzer-zelazewska,1,anna maliszewka,dorota holzer-zelazewska
Anna Maliszewka,Irena E kotowska,1,anna maliszewka,irena e kotowska
Anna Maliszewka,Magdalena Michalejko,1,anna maliszewka,magdalena michalejko
Anna Maliszewka,Maja Rynko,1,anna maliszewka,maja rynko
Anna Maliszewka,Malgorzata Bala,1,anna maliszewka,malgorzata bala
Anna Maliszewka,Malgorzata Kalbarczyk-steclik,1,anna maliszewka,malgorzata kalbarczyk-steclik
Anna Maliszewka,Marta Palczynska,1,anna maliszewka,marta palczynska
Anna Maliszewka,Mateusz Najsztub,1,anna maliszewka,mateusz najsztub
Anna Maliszewka,Michal Myck,1,anna maliszewka,michal myck
Anna Maliszewka,Monika Oczkowska,1,anna maliszewka,monika oczkowska
Anna Maliszewka,Roman Topor-madry,1,anna maliszewka,roman topor-madry
Anna Maliszewka,Wojciech Paczynski,1,anna maliszewka,wojciech paczynski
Anna Marzec,Dorota Stuglik,1,anna marzec,dorota stuglik
Anna Marzec,Joanna Kotowicz-jawor,1,anna marzec,joanna kotowicz-jawor
Anna Marzec,Piotr Boguszewski,1,anna marzec,piotr boguszewski
Anna Marzec,Tadeusz Smuga,1,anna marzec,tadeusz smuga
Anna Marzec,Wanda Karpinska-mizielinska,1,anna marzec,wanda karpinska-mizielinska
Anna Micha3ek,Jan Micha3ek,1,anna micha3ek,jan micha3ek
Anna Michalak,Radoslaw Wlostowski,1,anna michalak,radoslaw wlostowski
Anna Michalek,Jan Jakub michalek,3,anna michalek,jan jakub michalek
Anna Michalek,Jan Michalek,3,anna michalek,jan j michalek
Anna Michalek,Jerzy Mycielski,3,anna michalek,mycielski jerzy
Anna Nicinska,Dorota Holzer-zelazewska,1,anna nicinska,dorota holzer-zelazewska
Anna Nicinska,Grzegorz Kula,2,anna nicinska,kula grzegorz
Anna Nicinska,Irena E kotowska,1,anna nicinska,irena e kotowska
Anna Nicinska,Jakub Zawieska,2,anna nicinska,jakub zawieska
Anna Nicinska,Joan Costa-font,6,anna nicinska,joan costa-font
Anna Nicinska,Joanna Rachubik,2,anna nicinska,joanna rachubik
Anna Nicinska,Jorge Garcia-hombrados,4,anna nicinska,jorge garcia-hombrados
Anna Nicinska,Maciej Grzenda,2,anna nicinska,maciej grzenda
Anna Nicinska,Magdalena Michalejko,1,anna nicinska,magdalena michalejko
Anna Nicinska,Maja Rynko,1,anna nicinska,maja rynko
Anna Nicinska,Malgorzata Bala,1,anna nicinska,malgorzata bala
Anna Nicinska,Malgorzata Kalbarczyk,5,anna nicinska,malgorzata kalbarczyk
Anna Nicinska,Malgorzata Kalbarczyk-steclik,3,anna nicinska,malgorzata kalbarczyk-steclik
Anna Nicinska,Marta Palczynska,1,anna nicinska,marta palczynska
Anna Nicinska,Mateusz Najsztub,1,anna nicinska,mateusz najsztub
Anna Nicinska,Michal Myck,1,anna nicinska,michal myck
Anna Nicinska,Monika Oczkowska,1,anna nicinska,monika oczkowska
Anna Nicinska,Roman Topor-madry,1,anna nicinska,roman topor-madry
Anna Nicinska,Satia Rozynek,2,anna nicinska,satia rozynek
Anna Nicinska,Shahriar Akhavan,2,anna nicinska,shahriar akhavan
Anna Nicinska,Wojciech Paczynski,1,anna nicinska,wojciech paczynski
